-5	0
5	0
NaN	NaN
-5	0
1.08325692	-2.201
NaN	NaN
5	0
-1.08325692	-2.201
NaN	NaN
5	0
-1.201	-2.08325692
NaN	NaN
1.08325692	-2.201
-1.201	-2.08325692
NaN	NaN
5	0
-1.201	2.08325692
NaN	NaN
5	0
-1.08325692	2.201
NaN	NaN
-5	0
1.08325692	2.201
NaN	NaN
-1.201	2.08325692
1.08325692	2.201
NaN	NaN
-5	0
1.201	2.08325692
NaN	NaN
-1.201	2.08325692
1.201	2.08325692
NaN	NaN
-5	0
1.201	-2.08325692
NaN	NaN
-1.201	-2.08325692
1.201	-2.08325692
NaN	NaN
-1.201	2.08325692
1.201	-2.08325692
NaN	NaN
