0	-5	0	0	0	0	0	1.95573753405937	-1.8209273904508
0.05	-4.99995905773084	-3.77237538249726e-05	0.00245945214747718	-0.00225961631727104	0.0985771978925585	-0.0900934045978835	1.98045995834953	-1.78553022278051
0.1	-4.99967158058855	-0.000300370069024765	0.0098654934451431	-0.00898422377252758	0.197672140229827	-0.178650646016969	1.98166310886851	-1.75651961938333
0.15	-4.99888994730207	-0.00100932219647519	0.0222248410861199	-0.0200989161879402	0.296671134310083	-0.265649807977777	1.97800763827561	-1.72196585040347
0.2	-4.99736668475035	-0.0023819869861142	0.0395286611218484	-0.0355161974098245	0.395426196657854	-0.350661460444681	1.97119172883244	-1.67630239698287
0.25	-4.9948549733309	-0.00463075621677128	0.0617579279629369	-0.055121068209557	0.49358497708331	-0.433026594627953	1.95172992483717	-1.61541563358981
0.3	-4.99110963485196	-0.00796136196325839	0.0888600100088391	-0.0787603945117143	0.590076782487917	-0.511876237698052	1.9007295691103	-1.53491015294144
0.35	-4.98588989149512	-0.0125706996580087	0.120702300110712	-0.106231937827319	0.682729677581782	-0.586113164939513	1.79415671678953	-1.43016513602359
0.4	-4.97896480771331	-0.0186440873551657	0.157014074009235	-0.137273038505627	0.768224320190361	-0.65442501397025	1.61203523907321	-1.29744000539265
0.419660468167632	-4.97572735191533	-0.0214710429802795	0.172423422192571	-0.150386285251892	0.799014113575227	-0.679348541520071	1.51805772488638	-1.23719892059656
0.45	-4.97012148521794	-0.0263520021632755	0.197339060975505	-0.171551613155183	0.842590294938736	-0.715368272233674	1.35018695295726	-1.13552387221448
0.5	-4.95917477119803	-0.035846506920837	0.241026828097237	-0.208663483915849	0.902235004099646	-0.767537836455791	1.02868877830014	-0.947415853121941
0.55	-4.94597597555362	-0.0472577882909697	0.287282823163987	-0.248140112636931	0.945182960856057	-0.809808827654596	0.691011026919691	-0.741425773452144
0.6	-4.93041761633591	-0.0606914013259376	0.335274367263881	-0.289469352917015	0.971974956881529	-0.841605164932848	0.391320592403239	-0.531037668917556
0.65	-4.91243205913376	-0.0762268759301402	0.384261617359269	-0.3321287644494	0.985698683022703	-0.863118657475959	0.173612037201671	-0.333000270189959
0.7	-4.89198401489341	-0.0939182129200949	0.433703409270958	-0.375626678859602	0.990966589829536	-0.875383744332413	0.0524778268166331	-0.163481033522908
0.75	-4.86905936982691	-0.113796437803209	0.483292533398309	-0.419541500651776	0.992231538852037	-0.880119937527918	0.00774273945078675	-0.032768336061694
0.8	-4.84365436308871	-0.135873808997597	0.532908622435865	-0.463546279595747	0.992352700423174	-0.879299267856555	9.59763922273801e-05	0.0601267532715869
0.839320936335264	-4.82193274111091	-0.154779882759442	0.571928832664407	-0.498059656072539	0.99235028761738	-0.875805265962234	-0.000108538613670683	0.116232968670998
0.85	-4.81576849171241	-0.160148609200174	0.582526198456357	-0.50740573006061	0.992349151208484	-0.874542083820459	-0.000104397451778237	0.120295721808027
0.9	-4.78540174744493	-0.186609474519141	0.632143531733541	-0.550975097901305	0.992344281540934	-0.86808868427129	-9.21088644595853e-05	0.137680765403209
0.95	-4.75255414239351	-0.215240378143896	0.681760633075781	-0.594199854385173	0.992339806678472	-0.86074200181765	-8.79135517749771e-05	0.156895746929088
1	-4.71722568781045	-0.246022910099699	0.731377513627972	-0.637031121029078	0.992335409303128	-0.852299499318334	-8.86179785757616e-05	0.182035798656577
1.05	-4.67941639472957	-0.278935887796227	0.780994171989689	-0.679405537574119	0.992330893013101	-0.842397849071373	-9.24615370918371e-05	0.215577053018995
1.1	-4.6391262744686	-0.313954460879353	0.83061059874198	-0.721238952994912	0.99232612661036	-0.830577333876747	-9.85085889668033e-05	0.258959549279809
1.15	-4.59635533896327	-0.351048971206869	0.880226778884681	-0.762422780268858	0.992321015083841	-0.816326960838027	-0.000106182680853044	0.312812997973925
1.2	-4.55110360100688	-0.390183683387026	0.929842693322304	-0.80282241211798	0.992315488351878	-0.799123209586508	-0.000115070264967217	0.377010742560135
1.25	-4.5033710744279	-0.431315483825846	0.9794583198602	-0.842277537367441	0.992309490537695	-0.778467709218735	-0.000124952807160172	0.450674908089334
1.2589814045029	-4.49453414044511	-0.438911662043168	0.988370647723209	-0.84925090473974	0.992308360326069	-0.774356781263595	-0.000126713378405242	0.464797725226362
1.3	-4.45315777422686	-0.474392642527402	1.02907363402476	-0.880604329065691	0.992302991371507	-0.753924189499654	-0.000135086526834114	0.532210085505491
